,Trans_desc_brand,Prediction
484,CHECK CRD PURCHASE 11/11 STUDIO OF DANCE         111-1111111   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11STUDIO OF DANCE,Entertainment
485,CHECK CRD PURCHASE 11/11 ROOSTER &  MOON COFFEE  DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ROOSTER &  MOON COFFEE,Entertainment
486,CHECK CRD PURCHASE 11/11 CALDWELL.DAIRY QUE      CALDWELL      TX 111111XXXXXX1111 111111111111111                               ?MCC=1111CALDWELL.DAIRY QUE,Entertainment
487,CHECK CRD PURCHASE 11/11 MCDOANLD'S F11111       HAGERSTOWN    MD 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MCDOANLD'S F11111,Health and Community Services
488,DEBIT CRD PUR INTL 11/11 SH TAI AI NONG F&B      SHANGHAI      CN 111111XXXXXX1111 111111111111111                               ?MCC=1111SH TAI AI NONG F&B,Entertainment
489,CHECK CRD PURCHASE 11/11 HERB'S                  FRIDAY HARBOR WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HERB'S,Retail Trade
490,CHECK CRD PURCHASE 11/11 GOODIES GOOD EATS       CAMPBELL      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GOODIES GOOD EATS,Retail Trade
491,CHECK CRD PURCHASE 11/11 WHITEHORSE SALOON       SPIRIT LAKE   ID 111111XXXXXX1111 111111111111111                               ?MCC=1111WHITEHORSE SALOON,Entertainment
492,CHECK CRD PURCHASE 11/11 GECKOS                  CAPE MAY      NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111GECKOS,Retail Trade
493,CHECK CRD PURCHASE 11/11 YOASIS                  PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YOASIS,Retail Trade
494,CHECK CRD PURCHASE 11/11 LUCKYS LUNCH COUNT      SAN DIEGO     CA 111111XXXXXX1111 111111111111111                               ?MCC=1111LUCKYS LUNCH COUNT,Entertainment
495,CHECK CRD PURCHASE 11/11 HEALTHY HUT             KILAVEA       HI 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HEALTHY HUT,Retail Trade
496,CHECK CRD PURCHASE 11/11 SCHEN CAFE    1111      PITTSBURGH    PA 111111XXXXXX1111 111111111111111                               ?MCC=1111SCHEN CAFE    1111,Entertainment
497,CHECK CRD PURCHASE 11/11 JOHNS ALLEY TAVERN      MOSCOW        ID 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JOHNS ALLEY TAVERN,Entertainment
498,CHECK CRD PURCHASE 11/11 CHEF LEO'S CHINA BISTR  VIDOR         TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CHEF LEO'S CHINA BISTR,Entertainment
499,CHECK CRD PURCHASE 11/11 SKYLINE CHILI KENWOOD   CINCINNATI    OH 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SKYLINE CHILI KENWOOD,Entertainment
500,CHECK CRD PURCHASE 11/11 LUNA'S MEXICAN RESTAUR  RIVERVIEW     FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LUNA'S MEXICAN RESTAUR,Entertainment
501,CHECK CRD PURCHASE 11/11 KFC - NAGS HEAD         NAGS HEAD     NC 111111XXXXXX1111 111111111111111                               ?MCC=1111KFC - NAGS HEAD,Entertainment
502,CHECK CRD PURCHASE 11/11 CEDARS EDINA            EDINA         MN 111111XXXXXX1111 111111111111111                               ?MCC=1111CEDARS EDINA,Retail Trade
503,CHECK CRD PURCHASE 11/11 LE'S RESTAURANT         CAMBRIDGE     MA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LE'S RESTAURANT,Entertainment
504,CHECK CRD PURCHASE 11/11 FREMONT BREWING COMPAN  SEATTLE       WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FREMONT BREWING COMPAN,Entertainment
505,CHECK CRD PURCHASE 11/11 QUINTA STEAKHOUSE       PEARL RIVER   NY 111111XXXXXX1111 111111111111111                               ?MCC=1111QUINTA STEAKHOUSE,Entertainment
506,CHECK CRD PURCHASE 11/11 SALSA LEEDOS MEXIC      RIVERTON      UT 111111XXXXXX1111 111111111111111                               ?MCC=1111SALSA LEEDOS MEXIC,Entertainment
507,CHECK CRD PURCHASE 11/11 SUN HING RESTAURAN      NEW ROCHELLE  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111SUN HING RESTAURAN,Entertainment
508,CHECK CRD PURCHASE 11/11 SO GOOD  COLLECTION     SANTA BARBARA CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SO GOOD  COLLECTION,Retail Trade
509,CHECK CRD PURCHASE 11/11 PIONEER DRAMA SERVICE   111-1111111   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PIONEER DRAMA SERVICE,Retail Trade
510,CHECK CRD PURCHASE 11/11 TAMARACK PUBLIC HOUSE   MISSOULA      MT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TAMARACK PUBLIC HOUSE,Entertainment
511,CHECK CRD PURCHASE 11/11 PLAZA 11 FOOD SHOP      DUBUQUE       IA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PLAZA 11 FOOD SHOP,Retail Trade
512,CHECK CRD PURCHASE 11/11 CHAMAS CHURRASCAIR      DURHAM        NC 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CHAMAS CHURRASCAIR,Retail Trade
513,CHECK CRD PURCHASE 11/11 THE SODA FOUNTAIN       111-1111111   GA 111111XXXXXX1111 111111111111111                               ?MCC=1111THE SODA FOUNTAIN,Retail Trade
514,CHECK CRD PURCHASE 11/11 SPENCER FIGAROS INC     OAKRIDGE      OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SPENCER FIGAROS INC,Retail Trade
515,CHECK CRD PURCHASE 11/11 NO NAME PUB             BIG PINE KEY  FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NO NAME PUB,Entertainment
516,CHECK CRD PURCHASE 11/11 IHRA EVENTS             VIENNA        VA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11IHRA EVENTS,Entertainment
517,CHECK CRD PURCHASE 11/11 FRANKY & JOHNNYS        NEW ORLEANS   LA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FRANKY & JOHNNYS,Retail Trade
518,CHECK CRD PURCHASE 11/11 LA MESA BISTRO          LA MESA       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LA MESA BISTRO,Entertainment
519,CHECK CRD PURCHASE 11/11 SQ *FAIRYWOOD THIC      Sandy Springs GA 111111XXXXXX1111 111111111111111                               ?MCC=1111SQ *FAIRYWOOD THIC,Retail Trade
520,CHECK CRD PURCHASE 11/11 HOWELLS WESTERN CA      SPRINGTOWN    TX 111111XXXXXX1111 111111111111111                               ?MCC=1111HOWELLS WESTERN CA,Retail Trade
521,CHECK CRD PURCHASE 11/11 CHI-TOWN CHICAGO STYLE  AUSTIN        TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CHI-TOWN CHICAGO STYLE,Retail Trade
522,DEBIT CRD PURCHASE 11/11 PuntGame.com            1-111-1111111 GB 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PuntGame.com,Retail Trade
523,"CHECK CRD PURCHASE 11/11 SEOUL TACO, LLC         ST LOUIS      MO 111111XXXXXX1111 111111111111111                               ?MCC=1111SEOUL TACO, LLC",Entertainment
524,CHECK CRD PURCHASE 11/11 THAN BROTHERS RESTAURA  SEATTLE       WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THAN BROTHERS RESTAURA,Entertainment
525,DEBIT CRD PUR INTL 11/11 QEZNOSSEOBUYONGSANJUM   SEOWOOL       KR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11QEZNOSSEOBUYONGSANJUM,Retail Trade
526,CHECK CRD PURCHASE 11/11 LODGEPOLE BAR & GRILL   BRECKENRIDGE  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LODGEPOLE BAR & GRILL,Entertainment
527,CHECK CRD PURCHASE 11/11 THAI AM 1 INC           MADEIRA BEACH FL 111111XXXXXX1111 111111111111111                               ?MCC=1111THAI AM 1 INC,Entertainment
528,CHECK CRD PURCHASE 11/11 CHARLIE THE BUTCHER 1   WILLIAMSVILLE NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CHARLIE THE BUTCHER 1,Entertainment
529,CHECK CRD PURCHASE 11/11 KEUR BAOBAB             SAN FRANCISCO CA 111111XXXXXX1111 111111111111111                               ?MCC=1111KEUR BAOBAB,Retail Trade
530,CHECK CRD PURCHASE 11/11 BOVOLO                  HEALDSBURG    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BOVOLO,Retail Trade
531,CHECK CRD PURCHASE 11/11 IMPERIAL RESTAURANT IN  BRAWLEY       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11IMPERIAL RESTAURANT IN,Entertainment
532,CHECK CRD PURCHASE 11/11 THE TIMBERS ON THE CUT  ROSCOMMON     MI 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE TIMBERS ON THE CUT,"Trade, Professional and Personal Services"
533,CHECK CRD PURCHASE 11/11 NOVAKS BAR AND GRILL    ST. LOUIS     MO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NOVAKS BAR AND GRILL,Entertainment
534,CHECK CRD PURCHASE 11/11 SHRIMP BAR AND DELI     LAS VEGAS     NV 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SHRIMP BAR AND DELI,Entertainment
535,CHECK CRD PURCHASE 11/11 THE BLUE FISH BAYOU PL  HOUSTON       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE BLUE FISH BAYOU PL,Entertainment
536,CHECK CRD PURCHASE 11/11 CACTUS BLUE             BETHLEHEM     PA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CACTUS BLUE,Retail Trade
537,CHECK CRD PURCHASE 11/11 DELMAR PIZZA PASTA RES  DELMAR        DE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DELMAR PIZZA PASTA RES,Entertainment
538,CHECK CRD PURCHASE 11/11 JOHN FORCE RACE STATIO  111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JOHN FORCE RACE STATIO,Retail Trade
539,CHECK CRD PURCHASE 11/11 GREEK ST PIZZA--CDA     COEUR D ALENE ID 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GREEK ST PIZZA--CDA,Entertainment
540,CHECK CRD PURCHASE 11/11 RIENDAS MEXICAN FOOD    GILBERT       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11RIENDAS MEXICAN FOOD,Entertainment
541,CHECK CRD PURCHASE 11/11 STEAKOUT SALOON         FORT COLLINS  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11STEAKOUT SALOON,Entertainment
542,CHECK CRD PURCHASE 11/11 WAHOOS SPECTRUM         IRVINE        CA 111111XXXXXX1111 111111111111111                               ?MCC=1111WAHOOS SPECTRUM,Retail Trade
543,CHECK CRD PURCHASE 11/11 HARRY'S HIDEAWAY        CORNVILLE     AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HARRY'S HIDEAWAY,Entertainment
544,CHECK CRD PURCHASE 11/11 MYBURGERPLACE           SANTA CLARA   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MYBURGERPLACE,Retail Trade
545,CHECK CRD PURCHASE 11/11 THUNDERSTIXX LLC        PARK CITY     UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THUNDERSTIXX LLC,Retail Trade
546,CHECK CRD PURCHASE 11/11 BUSCH FACULTY DINI      PISCATAWAY    NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111BUSCH FACULTY DINI,Retail Trade
547,CHECK CRD PURCHASE 11/11 PASHA MEZZE             NORFOLK       VA 111111XXXXXX1111 111111111111111                               ?MCC=1111PASHA MEZZE,Retail Trade
548,CHECK CRD PURCHASE 11/11 FUZZYS TACO SHOP        TEMPE         AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FUZZYS TACO SHOP,Entertainment
549,CHECK CRD PURCHASE 11/11 JACQUES IMO             NEW ORLEANS   LA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JACQUES IMO,Retail Trade
550,CHECK CRD PURCHASE 11/11 MAD PITA EXPRESS        ST GEORGE     UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MAD PITA EXPRESS,Entertainment
551,CHECK CRD PURCHASE 11/11 JIMBOY'S TACOS #11      JACKSON       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111JIMBOY'S TACOS #11,Retail Trade
552,CHECK CRD PURCHASE 11/11 PETROCAN-ROUTE NO#1     ST. ISIDORE   CD 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PETROCAN-ROUTE NO#1,Entertainment
553,CHECK CRD PURCHASE 11/11 MCCOOK DAILY GAZETTE    111-111-1111  NE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MCCOOK DAILY GAZETTE,Property and Business Services
554,CHECK CRD PURCHASE 11/11 OTTERBOX                111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11OTTERBOX,Retail Trade
555,CHECK CRD PURCHASE 11/11 THETA CHI FRATERNI      111-1111111   IN 111111XXXXXX1111 111111111111111                               ?MCC=1111THETA CHI FRATERNI,Services to Transport
556,CHECK CRD PURCHASE 11/11 HACIENDA EL CHARRO      BLANCO        TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HACIENDA EL CHARRO,Entertainment
557,CHECK CRD PURCHASE 11/11 NY 11TH & CREPE         LAS VEGAS     NV 111111XXXXXX1111 111111111111111                               ?MCC=1111NY 11TH & CREPE,Entertainment
558,CHECK CRD PURCHASE 11/11 1111 CAFE'              KENNER        LA 111111XXXXXX1111 111111111111111                               ?MCC=1111 111111 CAFE',Entertainment
559,CHECK CRD PURCHASE 11/11 HEARD MUSEUM GUILD      111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HEARD MUSEUM GUILD,Entertainment
560,CHECK CRD PURCHASE 11/11 RENZIOS #1              DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11RENZIOS #1,Retail Trade
561,CHECK CRD PURCHASE 11/11 CECILIO'S RESTAURANT    ROSWELL       NM 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CECILIO'S RESTAURANT,Entertainment
562,CHECK CRD PURCHASE 11/11 LAKUNI                  SAN MATEO     CA 111111XXXXXX1111 111111111111111                               ?MCC=1111LAKUNI,Retail Trade
563,CHECK CRD PURCHASE 11/11 HUNGRY BOY BURGERS      SANTA FE SPRI CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HUNGRY BOY BURGERS,Entertainment
564,CHECK CRD PURCHASE 11/11 KAMIAH HOTEL BAR &      KAMIAH        ID 111111XXXXXX1111 111111111111111                               ?MCC=1111KAMIAH HOTEL BAR &,Travel
565,CHECK CRD PURCHASE 11/11 Pacos Mexican Food      LOGAN         UT 111111XXXXXX1111 111111111111111                               ?MCC=1111Pacos Mexican Food,Entertainment
566,CHECK CRD PURCHASE 11/11 PAPAS 11S DINER LLC     SIERRA VISTA  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PAPAS 11S DINER LLC,Entertainment
567,CHECK CRD PURCHASE 11/11 T'S GRILL               SALT LAKE CIT UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11T'S GRILL,Entertainment
568,CHECK CRD PURCHASE 11/11 J J MADISONS            MESA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111J J MADISONS,Retail Trade
569,CHECK CRD PURCHASE 11/11 CACTUS CAFE AND LOUNGE  WALL          SD 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CACTUS CAFE AND LOUNGE,Entertainment
570,CHECK CRD PURCHASE 11/11 CIRO`S PIZZA            111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111CIRO`S PIZZA,Entertainment
571,CHECK CRD PURCHASE 11/11 JEBS WAFFLES & RIBS     KINGSBURG     CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JEBS WAFFLES & RIBS,Retail Trade
572,CHECK CRD PURCHASE 11/11 MESKER PARK ZOO         EVANSVILLE    IN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MESKER PARK ZOO,Entertainment
573,CHECK CRD PURCHASE 11/11 LE MOOSE CREPE CAF      FREMONT       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111LE MOOSE CREPE CAF,Entertainment
574,CHECK CRD PURCHASE 11/11 MC GRATH'S PUB          HARRISBURG    PA 111111XXXXXX1111 111111111111111                               ?MCC=1111MC GRATH'S PUB,Entertainment
575,CHECK CRD PURCHASE 11/11 QUIZNO S CLASSIC SUBS   GREAT FALLS   MT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11QUIZNO S CLASSIC SUBS,Entertainment
576,"CHECK CRD PURCHASE 11/11 BENS SOFT PRETZELS, LL  MISHAWAKA     IN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BENS SOFT PRETZELS, LL",Retail Trade
577,CHECK CRD PURCHASE 11/11 SUSHI KAZU              SAN FRANCISCO CA 111111XXXXXX1111 111111111111111                               ?MCC=1111SUSHI KAZU,Entertainment
578,CHECK CRD PURCHASE 11/11 SENART'S OYSTER HOUSE   111-111-1111  DC 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SENART'S OYSTER HOUSE,Entertainment
579,CHECK CRD PURCHASE 11/11 SQ *WEST FLAGSTAFF LIT  Flagstaff     AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SQ *WEST FLAGSTAFF LIT,Retail Trade
580,CHECK CRD PURCHASE 11/11 KARI'S JEWELERY         REHOBOTH BEAC DE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KARI'S JEWELERY,Retail Trade
581,SWISSOTEL RESORT PHUKET  PHUKET       THSWISSOTEL RESORT PHUKET,Travel
582,CHECK CRD PURCHASE 11/11 KASHEFI'S DELICATESSEN  FRESNO        CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KASHEFI'S DELICATESSEN,Retail Trade
583,CHECK CRD PURCHASE 11/11 PHEBES TAVERN           NEW YORK      NY 111111XXXXXX1111 111111111111111                               ?MCC=1111PHEBES TAVERN,Entertainment
584,CHECK CRD PURCHASE 11/11 YAO RESTAURANT & B      HOUSTON       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111YAO RESTAURANT & B,Entertainment
585,CHECK CRD PURCHASE 11/11 JOLAR CINEMA SHOWGIRLS  SAN DIEGO     CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JOLAR CINEMA SHOWGIRLS,Entertainment
586,CHECK CRD PURCHASE 11/11 R PLACE EATERY          HAINES CITY   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11R PLACE EATERY,Entertainment
